id,title,date,content
296,Cosi,středa 31. prosince 2014,"Něco je jinak.. a já nevím, co.
Bolí mě probouzet se bez naděje,
usínat a do snů cítit trpkost slov
a na polštáři slané krůpěje
slz, co peří uvnitř vypije…
řekni.. že láska všechny viny přikryje…"
297,Jiný svět,úterý 30. prosince 2014,"Žít ve světě origami,
mít v něm jen malou roli
motýla, jenž vznáší se nad vodami
a když i v tom papírovém světě srdce bolí,
složit to srdce jako prádlo do skříně,
nechat je spát u voňavého sáčku s jasmínem…"
298,Jsi to Ty,sobota 27. prosince 2014,"Jsi to Ty, vím to, protože vidíš, co jiní nevidí,
protože všimneš si bolesti ukryté za úsměvem
a jsi si jistý láskou za mým hněvem.
Jsi to Ty a nikdy se to nezmění,
protože poznáš důvody mého mlčení,
když sedím s Tebou na přídi…"
299,Novoroční,středa 31. prosince 2014,"Až rok se zlomí a spočítá nám všechny skutky,
do srdcí jak do záhybů závěsu ukryjeme smutky,
aby se spolu s časem snad utopily v tůni,
pak měsíční moře skryje novoluní…."
300,Po hladině,sobota 6. prosince 2014,"Kolem nás míhají se malé rybky

pestré jak čabraky sultánových koní

lesklé jak zrcadlové střípky

hladina tyrkysovým světem voní

Vnímám, jak vítr učí zpívat vodní tříšť

v úžasu ohlédnu se po hejnu

racků, přisednu na příď a přisunu se blíž

Tvé tělo svým tělem zlehka obejmu"
301,Vánoční přání,středa 24. prosince 2014,"Klidné dny plné snů a pohádek,
ať dnešní večer svátečně nám voní.
Na poslední chvíli šikuji slova do řádek,
když Štědrý den už malým zvonkem zvoní.

Jak loďky v umyvadle plném vody
než hvězdy na oblohu vplují,
přeji všem, než Nový rok se zrodí,
Vánoce, jaké si z dětství pamatují…"
302,Vůně,pátek 19. prosince 2014,"Noc kolem je ebenově černá
jak africká žena, jako uhel, jako tér
tak tichá, tajemná a přenádherná
jak krajina snů, kde ze sametových per
vystlané lůžko na nás čeká
v němž náš čas plyne jako řeka

Nahmatám Tě.. po čichu Tě poznám
vnoříme se pod hladinu noci hedvábné
V krémové tmě Tvá vůně je neúprosná
To Tvoje duše voní neskutečně půvabně…
Když vstávám, voním Tebou ještě po ránu
a vím, že mužů jako Ty je dnes už.. jako šafránu…"
303,Chci Tě,čtvrtek 15. ledna 2015,"Jsi matador na koridě, v očích vášeň zakletou,
pro kterou milovat Tě chci a nikdy nepřestat
Máváš přede mnou rudou muletou.
Chci Tě a je mi jedno, co to bude stát."
304,Důvody,sobota 3. ledna 2015,"Miluji Tě nejen pro to, kým jsi,
zavážu si oči páskou černou
a směr mi nikdo napovídat nemusí,
za Tebou běžím cestou jednosměrnou.

O někom, jako jsi Ty, se mi zdá,
plujeme spolu bouří temnou.
Miluji Tě pro to, kým jsem já,
když Ty jsi se mnou…."
305,Hádky,pátek 30. ledna 2015,"Jen srdce člověka zná vlastní hněv
V zrcadle Tvých očí spatřuji svoje hříchy
Stydím se, útočím, topím se v jejich tmě
Tak hádky vznikají – z pouhé pýchy"
306,Noční vítr,sobota 10. ledna 2015,"Někdy potmě, když už ani nedoufám,
tak otevřu dveře nočnímu větru.
Zavřu oči, dýchám a poslouchám
Třesu se zimou bosá, jen v šedém svetru.

Naslouchám, jestli jsi napnul plachty,
jestli jsi vyplul a následuješ svoji hvězdu
a zda jsi stále se mnou spjatý.
Vítr zpívá, že Tvá loď pluje vstříc mému gestu…"
307,Noční výprava,úterý 6. ledna 2015,"Propluji nebem jak měsíc na veslici,
od komety nechám si cestou podat lžíci,
ochutnám hvězdy – mandle sladké,
v temnotách zahlédnu, co bylo před počátkem,
vzdušnými polibky pohladím planety stydlivé,
nechám se unášet a k ránu vrátím se na Zemi s odlivem…"
308,Panorama,pátek 23. ledna 2015,"Dívám se do neznáma,
do vlažné rozpité noční tuše
v dálce se rýsuje panorama
neobjeveného vesmíru Tvých tužeb"
309,Posedlá,pátek 30. ledna 2015,"Kde jsi Ty, je nejmagičtější místo na Zemi
Zas tančím zahradou s rozpálenými tvářemi
Uprostřed ledna večerní vzduch voní létem
To jsem já! Posedlá Tebou! Posedlá světem!"
310,Sny,pátek 23. ledna 2015,"Co Tě znám, mezi mraky jak plachetnice plují sny
Jsou všude kolem a nádherně voní,
na louce v podobě zlata na stvolech divizny
Jak kapky deště třpytí se ve hřívách koní
Děkuji, že jsi, žes nikdy nepolevil
Není snů bez toho, kdo by je snil…"
311,Ticho,neděle 18. ledna 2015,"Ticho… čelo pokryté krůpějemi…
Že můžu vstát, jen předstírám,
sražená v ringu obličejem k zemi,
ztracená ve vesmíru.. umírám"
312,Tvůj strach,čtvrtek 8. ledna 2015,"Máš obavy ztratit se v mém světě,
nechceš být mnou jak mlhou polapen,
ještě se bráníš, než láska dostihne Tě…
Cítím to každý jeden dlouhý den.

Neboj se, tak špatné to být nemusí.
Máš–li strach, že budeš mě mít raději než sebe,
tak zatím bojuj.. potrestej mne. Zvyknu si.
Až bolest srdce stane se mým denním chlebem,

pak možná náhle poznáš, že cesta je jen jedna.
Má láska zvítězí… sladká a bezohledná…."
313,U konce,neděle 4. ledna 2015,"Jsem u konce svých sil
a Tys ještě ani neokusil
jak chutnají mé slzy a rozmazaná růž
když slova zaříznou se do mě jako nůž
za oknem vnímám matně zpomalený děj
sněhové vločky se sypou jako beznaděj"
314,Vítr,pátek 23. ledna 2015,"Vítr přestal cuchat peří ptákům

přešel z fortissima do čerstvého vánku

s večerem prolistoval atlas mraků

nechal jej otevřený u červánků"
315,Bajka,neděle 8. února 2015,"Byla jsem koník divoký, bujný a veselý
lidé však do klece srdce mi zavřeli
Na nohy okovy, jimiž svazují otroky,
ale já stále jsem koník bujný a divoký
Nakonec z klece na křídlech Pegasů
srdce mne vynese nahoru k nebesům"
316,Bitvy,neděle 15. února 2015,"Láska není válka o to, kdo je lepší.
Láska jsou společné bitvy, ve kterých, dá–li nebe,
stane se silné z toho, co je nejkřehčí.
Touha a snaha být lepší než jsem..  pro Tebe.

A jak poznáš, že Tě miluji? Jak to objevíš,
že je ta cesta správně zvolena?
Že raději posadím se, když se mnou promluvíš,
protože ještě pořád se mi z Tebe podlamují kolena…"
317,Chladné hvězdy,pátek 6. února 2015,"Hvězdy se tajemně usmívají z výšky
jsou chladné jako zlaté plíšky
Když ten, kdo dnům dá smysl, se mnou není,
chci tančit v mokré trávě. Tančit k zapomnění"
318,Deštivé léto,pátek 6. února 2015,"Mám pocit, že celé léto prší
mám nový deštník a já jsem obyčejná
přemýšlím, co s mou starou duší..
která je taková, jak kdysi – stále stejná"
319,Jednou,pátek 6. února 2015,"Obloha potemněla
a sny padají z nebe,
jednou snad budu Tvoje celá
zachráníš mne… a já zachráním Tebe"
320,Daleko,sobota 28. února 2015,"Spojit nás mosty, když máme k sobě daleko
a řeka mezi námi široká jak vesmír nad námi
když naše druhé já je v té dálce za řekou
v bezedném vesmíru se všemi jeho hvězdami

Bože, postav nám mosty, vždyť to vidíš
a cestou pouští vyčaruj klidnou oázu
vždyť sedm tisíc milionů lidí
je tady, Bože, k Tvému obrazu…"
321,Na dálku,čtvrtek 5. února 2015,"V sklenici jiskří rudé víno
otisky rtů kreslí obrazce
na kraji sklenky chlapec s okarínou
sedí a víly chytá do vlasce

Myšlenkou přebrodím světa kraj
pošlu tu nejkrásnější vílu
aby Ti uvařila horký čaj
a pohlazením vdechla sílu

Pouhým pohlazením v noční tmě
neb Tvoje polibky patří jenom mně"
322,Něco,pátek 6. února 2015,"Něco je ve vzduchu a zdá se to být blízko
Raději ponořím se na samé dno vany
Letadla létají dnes zapeklitě nízko
a trupy se jim třpytí jak tělo mořské panny"
323,Občas,čtvrtek 5. února 2015,"Občas, když se mi stýská,
listuji zpátky Tvými zprávami.
Každá je mi tak blízká…
Dojdu až k těm, jež mě znovu omámí
a hledám každou pusu, co tam byla,
abych zas na chvíli.. uvěřila."
324,Odhalení,sobota 21. února 2015,"Schovej se klidně za oceán slov –
krásná či krutá a třeba trojbarevná.
Vím, že Tvá duše průzračná je jako sklo
a stejně tak i pevná…"
325,Ohraná deska,úterý 10. února 2015,"Vím, jsem stará ohraná deska.
Nejsem něco, co se neomrzí.
Já nechci, abys denně tleskal,
avšak.. že nenasloucháš, mne občas mrzí…"
326,Pár slov,pátek 6. února 2015,"Asi se mi budeš smát,
ale já umírám, ačkoliv slzy schovám,
když dlouho neříkáš ta slova:
""Mám Tě rád…"""
327,Podzim,pátek 6. února 2015,"Kdo to slovo řekl? Já ne!… Jen malá popleta
– babočka na kameni trénuje nádech,
hřeje si křídla v posledním záchvěvu léta
v paprscích slunce, s podzimem v zádech"
328,Přesýpací hodiny,pátek 6. února 2015,"Večer mne spoutává zvláštní mocí,
pomalu pršíš mi srdcem k duši,
přesýpací hodiny dnů a nocí
přesypou sůl do časů, kde Tě tuším"
329,Radost,pátek 27. února 2015,"Občas radostí létám vysoko nad mraky

neboť mne velmi, velmi těší

dělat pro Tebe nemožné a ač jsem jenom pěší

tak ještě raději – dělat zázraky"
330,Spojeni,pondělí 16. února 2015,"Stíny v zahradě potemněly,
ve spánku s Tebou přístav naleznu
Spojeni spolu pod peřinou těly
a záškuby nepokojných snů"
331,Svět,čtvrtek 26. února 2015,"Dej úsměv, nic to nestojí
Vždyť svět je zadarmo
Svět je dům o jednom pokoji
a úsměvy, úsměvy nestárnou
Svět jsou Tvá pihovatá záda a všechny krásné pocity
Tvé stopy v písku, ozvěna kroků na chodníku – můj Svět jsi Ty!"
332,Taneční držení,pátek 27. února 2015,"Vedeš mě bezpečně sálem světa
v tanečním držení tiskneš mě k sobě blíž
přes trable vznáším se jako na parketách
a to stále říkáš, že vůbec netančíš"
333,Vážka,pátek 6. února 2015,"Dny rodí se čím dál více stejné
když náhle.. přes řeky a přes překážky
přes modré řeky přilétla až ke mně
a Tvé rty zrcadlí se v očích té malé vážky"
334,Zavolej,pátek 6. února 2015,"Slunce rozehřívá moje slzy
vpíjí se do tváří jak obtisky léta
Zavolej.. Tvůj hlas mne neomrzí
odháníš ode mne strach z tohoto světa"
335,Zlaté vlasy,pátek 6. února 2015,"Vítr dnes voněl všemi barvami
přinesl vzpomínky plné dávné krásy
rackové ukřičení kroužili nad námi
hřebeny vln se leskly jako zlaté vlasy"
336,Ztráta,pondělí 9. února 2015,"Ztratila se mi slova..
nenacházím z nich ani zlomek, ani gram
Zjistit tak, kdo mi je kam schoval
a nebo aspoň jenom ""kam"""
337,Jen jednou,úterý 17. března 2015,"Život je dobrý a někdy špatný
Často obojí najednou
Občas závratný, pokaždé nevratný
Právě teď. Je náš. Jen jednou."
338,Konec zimy,čtvrtek 26. března 2015,"Poleť, vlaštovko černokřídlá
s peřím jak hebký aksamit
Zima své pozice neuhlídá
poleť od dalekých pyramid"
339,Let,úterý 17. března 2015,"Ležíme křídly na mracích
jak na cukrové vatě vytrhané z cích
Shora jsou lány kakaovým práškem posety
a drobné domky pestré jak konfety…"
340,Noční,čtvrtek 26. března 2015,"Cítíš to? Přichází noc. Zhluboka dýchej.
Vůni té chvíle míchám s tmou a zaklínám
Zavři oči. Potichu..  nikam nepospíchej
když všechen čas na světě patří nám"
341,Oáza,neděle 8. března 2015,"Ticho je čarovná oáza s oblohou modrošedou
stvořená pro lidi jako já – pro tiché blázny
Ticho mi dává možnost být sama sebou
Slyším v něm růst svoje myšlenky a sny"
342,Obavy,středa 18. března 2015,"A co když možná přece jenom ano
co když jsme pod skořápkou velmi křehcí
co když v nás cosi jednou ráno
jak zoubek v hodinách neslyšně cvakne – nebudou svědci

Najednou duše se nám zchromí
smutek ji zaplaví jak protrženou hrází..
Co když se v nás náhle něco zlomí..?
Když čekáme něco, co dlouho nepřichází…"
343,Omluva,neděle 8. března 2015,"Bývá mi líto zbytečně promlčených chvil,
kdy každý z nás jsme zcela jiný světadíl
a oba cizí řeč nás svrhne do chaosu
jen proto, že nedohlédnu na špičku svého nosu

(@Trivius)
Někdy jsou lepší slova nevyřčená,
než zbrkle měřit svoje síly.
Vždyť z galér mezi světadíly
je vždy některá potopena."
344,Pochyby,čtvrtek 26. března 2015,"Vím, že jsem někdy příliš vášnivá
však večer, když vpluji do peřin jak do vlny
tak bývám smutná a když se nikdo nedívá
mívám strach, že nejsi připravený, že ještě nejsi úplný"
345,Prší,neděle 29. března 2015,"Prší… Déšť třpytí se na oknech jako drahokamy

smutné a ledové, až mě srdce studí

Vzdálený na druhé straně světa připadáš mi

Tak na mou bolest, kterou cítím v hrudi

jak poselství, jak milosrdný lék

do každé kapky vtiskni, prosím, pro mne polibek…"
346,Srpek,úterý 17. března 2015,"Dnes v inkoustu večerní oblohy
Venuše září v tureckém oděvu
a srpek měsíce pluje jak bělice,
jak loďka, jak ústa v širokém úsměvu"
347,Zkouším,čtvrtek 26. března 2015,"Zkouším na Tebe nemyslet
po nocích stýská se mi víc a víc
a po dnech s Tebou jakbysmet
teskně psi vyjí na měsíc"
348,Zpráva,neděle 8. března 2015,"Když připluje od Tebe zpráva
srdce se rozbuší a chrlí horkou lávu
a duše řasami vzrušeně mává
jak křídla bílých pávů"
349,Zvuk Tvého srdce,čtvrtek 26. března 2015,"Někdy jsi blízko, někdy vzdálený
Tvá slova zní sladce a hned zas trpce
Temný hlas mlhové sirény
je nářkem Tvého srdce"
350,Zvyk,středa 18. března 2015,"Člověk by řekl: ""Zvyk""
když v lásce vyprchává úvodník
však stále cítím tu samou nervozitu a věř mi,
že se mi chvějí prsty, když stojíš mezi dveřmi…"
351,Beze strachu,úterý 7. dubna 2015,"Zlaté světlo majáku nocí hoří
ač vlny vzpínají se a moře bouří
když do tmy Tvoje světlo září
nemám strach a pevně stojím v objetí Tvých paží"
352,Cesty,úterý 7. dubna 2015,"Místo Tvé vůně jen slzy do polštářů
to vážně není pohled pro bohy
Lásko, nauč se od hvězdářů
číst z potemnělé oblohy
Hledej tam ve tmě nad krajinou
vířivé cesty hvězd, které nás minou"
353,Dívka s vějíři,neděle 19. dubna 2015,"V zahradě tančí dívka s bílými vějíři
jak toreador mávající muletou
na chvilku nepostojí malíři,
divoké květy jí ve vlasech rozkvetou
Do tance s vějíři vplétá
snad všechnu vášeň světa"
354,Krása,pondělí 20. dubna 2015,"Spatřím jen vrásku na čele,
když podívám se do zrcadla
a zatvářím se kysele –
další hradba mládí padla

a náhle vím, že nemůžu žít bez Tebe
protože když mě chytíš kolem pasu
srdce mi z hrudi vyletí až do nebe
Ty vidíš ve mně jenom krásu."
355,Musíš,úterý 7. dubna 2015,"Často teď potřebuji slyšet
pár Tvých slov
vyřčených třeba jen velmi tiše
noc bývá chladná jako kov

kdo ví, co ten chlad může způsobit…
Slib mi, že jednou ta slova říct zkusíš..
Víš.. když jsi jediný kdo je může vyslovit
tak je říct prostě musíš.."
356,Muž z Ria,pondělí 13. dubna 2015,"Že prý je láska trochu slepá
Je sladká, když přilévá med do opia
Beze slov košilka se sama svléká
Když políbí mě …můj Muž z Ria"
357,Na prahu dalšího pokoje,pondělí 27. dubna 2015,"Houslovým klíčem pláče
odmykám. Stojím před zvláštním obrazem.
V hlavě zní ""Nechoď dál, však zpátky se neotáčej.""
Tady je slepá cesta, tady je zakázaná zem.

Odnikud nikam se čas vleče,
uvnitř mne blátivé šlápoty.
Polykám ten tichý večer
s pachutí hořké samoty…"
358,Písmena,úterý 7. dubna 2015,"Písmena mají sexy kudrlinky
jsou ladně poskládaná, na tvářích mají růž
občas však usednou na sešitové linky
tak, že jsou tvrdší nežli kámen a ostrá jsou jak nůž"
359,Souhvězdí andělů,pondělí 13. dubna 2015,"S nocí obtisklou do mých zorniček
sleduji nitě hvězd utkané do smyček..
Jestli je někde v obloze souhvězdí andělů,
tak jistě vypadá jako stráň rozkvetlých podbělů"
360,Tygři,neděle 19. dubna 2015,"Po dnešku plném kyselých hroznů
slunce už utíká za obzor
tak rychle zmizet a ztratit se do snů
rychle, než tygři sejdou z hor"
361,Úplní,neděle 19. dubna 2015,"Řekni, že osud nás nikdy nerozdělí
křičím to přání do nebes
Ať spolu úplní jsme a nikdy osamělí
úplní jak bledý měsíc dnes"
362,Večerní déšť,středa 22. dubna 2015,"Večer sem spadl s deštěm
pomalu stéká po okenních sklech
chtěla bych volat: Buď tu ještě!
došla mi slova… došel dech…"
363,Zloději,sobota 11. dubna 2015,"Zorničky jsou okna do vesmíru
rozšíří se, když na naše sny berou míru
Nedosáhne na sny, kdo pochybám se neubrání
– pochybnosti jsou zloději odhodlání"
364,Žluťásek,pondělí 13. dubna 2015,"Ukázal´s na mou slzu na řase
jak si tam ze štěstí pramení
a na prst Ti usedl žluťásek –
myslím, že je to jasné znamení"
365,Beze slov,neděle 31. května 2015,"Chci ráno brzy vstát a tiše s Tebou posnídat
když párek racků vyletí nad naše hlavy
moře mívá chuť si za svítání povídat
nesmělé slunce úsměvem nás zdraví

Vítr vykoupe se v mořské pěně – ta dává sílu růst
doletí na protější břeh moře a navrací se s nadějí
smějem se, když ukradne nám všechna slova z úst
jen přátelé a velké lásky ticho dobře snášejí"
366,Déšť,pátek 1. května 2015,"Déšť. Dopadá na střechy,
jako když vlna se rozbije a zkropí pláž.
Déšť. Prší mezi mé nádechy.
Nechápu, co na mně vlastně máš."
367,Galaxie,pondělí 11. května 2015,"Mé prsty si na Tvé tváři hrají
okolo nás zastavil se čas
vzdálené galaxie prosvítají
bordurou Tvých řas"
368,Jediný,neděle 31. května 2015,"Na pár metrech čtverečních
Nehybná jako trosečník
Ležím tu celé hodiny
zakletá…. zachránit smí mě Jediný"
369,Když se tak dívám,úterý 12. května 2015,"Když se tak na Tebe proti světlu dívám
Tvé rysy jsou obtažené žlutou linkou
Jako když slunce dá třpyt koňským hřívám
na chvilku v trysku, na kratinkou…

Jsi podtržený linkou žlutě zabarvenou
tak, jako důležitá slova podtrhneme dítěti
jak všechno, co se nemá zapomenout
tak, jako věty, které mám znát zpaměti"
370,Ledy,neděle 17. května 2015,"Cítím Tvé pohledy
napínám uši
jak Tvé rty mi dnes pošeptají
že mi to sluší
a chladné ledy
na mé horké kůži tají"
371,Něžný,pátek 22. května 2015,"Buď něžný ve slovech
když den je šedivý a pustý
a když mi občas dojde dech
buď něžný ve slovech tak, jak jsou něžné Tvoje prsty"
372,Odliv,pondělí 11. května 2015,"Když mizíš s odlivem
mé srdce jak oheň vznětlivé
bolestí jiskry roní
vyráží za Tebou prudkým cvalem koní
Za ním o velikosti Sahary
krajina zažehlá požáry"
373,Osm,sobota 23. května 2015,"Když je Ti osm let
z kapsy Ti čouhá růžek kapesníku
a můžeš k hvězdám odletět
oknem svého pokojíku

Smích ze dnů se nikdy nevytrácí
svět vidíš z kopce nad stodolami
a sny jsou jak veselí ptáci
vybarvení voskovkami

Náramně chutná červená limonáda
máš věčně odřená kolena
minulosti směle ukazuješ záda
budoucnost sto světelných let je vzdálená"
374,Otevři,pátek 1. května 2015,"Někdy tak křičíš, až zaléhají uši,
když bráníš svůj svět, když jej objímáš,
když máš strach, že Tvoje kruhy ruším.
To Tys chtěl víc. Chtěls všechno. Vzpomínáš?

Ze strachu, abys svou jednotu uhlídal,
se chováš jako vystrašené dítě.
Přitom máš velmi zvláštní dar
tu jemnou moudrost – rozpoznávat skryté…"
375,Pěna dní,sobota 16. května 2015,"Potkávají se noc a den
je to jen malá chvilka
den nocí bývá omámen
když unavený vysvléká se z tílka

Ráno pak setkat se je v chvatu zřím
den noci je neúnavný nápadník
někdy to mezi nimi zabouří
a lidé se pak brodí v pěně nocí… v pěně dní"
376,Šlápoty,neděle 31. května 2015,"V trávě jsou vidět šlápoty
to tma se plazí přes ploty
má víc než kočka životů
jak samet přikryje mou nahotu"
377,Sněží,neděle 17. května 2015,"Všechno tak voní, zavážeš mi oči
však vím, co teď přijde, nejsem dnešní
líbáš mě prudce, až hlava se mi točí
a okvětní plátky sněží z třešní"
378,Večerní chvilka,středa 20. května 2015,"U břehu v rákosí se mihl stín
pod vodou rybám zatajil se dech
vážka se skryla za leknín
na hladinu sny sypaly se po hrstech"
379,Víla,neděle 31. května 2015,"Na gondole z měsíce
víla si sukně načechrala
vlasy jí zářily jak světlice
když hledala svou hvězdu, která se kamsi zatoulala"
380,Zatoulaný,pondělí 11. května 2015,"Den bez Tebe…  promarněný samotou
kde minuty vedou srdcem tupý řez
kde každá vteřina zní prázdnotou
Den ztracený jak zatoulaný pes"
381,Zavřete oči,neděle 17. května 2015,"V šuplíku nočního stolku je zamčená noc
do ticha pokoje bzučí jak hejno vos
je nevypočitatelná a špatně cvičená
zavřete oči – tma vypouští Krakena"
382,Běh,pondělí 29. června 2015,"Když psali jsme první stránku příběhu
osnova opřela se o vášeň a o něhu
netušila jsem, jak běh to bude daleký
spojit své srdce s tím Tvým navěky"
383,Chybí mi,neděle 21. června 2015,"Chybí mi způsob, jakým říkáš slova,
jak se ve mně příliv viny rozhostí,
to, jak rozlobíš se zas a znova,
když vše pro Tebe je věcí cti.

Chybí mi bliknutí ledky telefonu,
když píšeš.. Chybí mi síla a občas naděje,
chybí mi Tvá vůně – jediná z milionů.
Může mi chybět něco, co ještě je?"
384,Dírky,čtvrtek 11. června 2015,"My dva spolu nikdy nejsme staří
díváme se, jak měsíc ve tmě zraje
skrz oblohu nám do usínání září
hvězdy jak malé dírky v podlaze ráje"
385,Duha,úterý 23. června 2015,"Kam vede duha a jak je dlouhá?
Nikdo to nikdy nezměří.
S kapkami deště sladkými jak touha
andělům štěstí dnes pršelo do peří."
386,Horečka noci,pátek 5. června 2015,"Večer se plíží dvorkem,
v dohledu není ani stín,
tma kolem sálá horkem
a noc mě spolkne jako aspirin."
387,Když odcházíš,středa 17. června 2015,"Neznám hezčí pohled než obraz Tvých ramen
rovných a voňavých jak mívají sochy od řezbáře
neznám smutnější pohled než obraz Tvých ramen
když odcházíš, když skryješ výraz Tvojí tváře

Když odcházíš, mé řasy slzy ztěžka setřepou
srdce je sevřené jak v kleštích
Tvůj stín vyjde z místnosti dva kroky za Tebou
a na chodníku rozpustí se v dešti"
388,Kočka,čtvrtek 4. června 2015,"Jsem kočka divoká.
Nepřiběhnu na zavolání.
Toulám se v zátokách,
vracím se domů za svítání.

Až sama budu chtít,
otřu se o Tebe hebkým tělem,
přes půlku světa přijdu Tě políbit
hříšně i nevinně, pokorně i směle.

Nemá se žebrat o lásku, já vím.
Když však mi chybí na kůži Tvůj dech,
tak o Tvou lásku prosím. Vím, že smím.
Až přijdeš si pro mě – do noci čekám na schodech."
389,Letní,středa 3. června 2015,"Měsíc si k večeři dá chleba s kmínem
prospí se na střeše za komínem
na cestu do zahrad hvězd se přeptá
a pak si s létem do svítání šeptá"
390,Měsíc nad městem,pondělí 29. června 2015,"Nad městem vyšel měsíc
do noci v černém hávu
však ani hvězdu neuzřel
a tak mi vklouzl do rukávu"
391,Noční pošta,pátek 26. června 2015,"Na okna klepaly už barvy svítání
obzor byl štětcem natřený na růžovo
když z dálky jsi posílal psaníčka do dlaní
a čekal na každičké moje slovo

Noc sehnala do ohrad hvězdná stáda
nemohli jsme usnout, nemohli jsme spát
dokud neřekla jsem zaklínadlo: ""Mám Tě ráda.""
dokud neřekl jsi: ""Mám Tě rád."""
392,Svědomí,pátek 26. června 2015,"Vyžeňte dotěrné myšlenky
ty nezvané hosty
vyžeňte dotěrné myšlenky
když se pálí mosty"
393,Z břehů,pondělí 29. června 2015,"Pomalu noc už mi šlape na paty
tma jako řeka vystupuje z břehů
z nahých zad sklouznou mé šaty
a tělo vydává se pro Tvou něhu"
394,Zapletená,pondělí 29. června 2015,"Někdy se v noci zapletu
do snů jako do pavoučích sítí
omotají mě za letu
noční pavouci hbití
Ještěže do mých snů často chodíš
polibkem do vlasů mě vysvobodíš"
395,Bitvy,čtvrtek 16. července 2015,"Píšou mi z úřadu Osudu:
Jak prý zvládám svoji roli?
Tak říkám, aniž cti pozbudu,
že naše zápěstí jsou pevně svázaná,
že mnohá bitva do morku kostí bolí
i přes to, že je vyhraná."
396,Hry,sobota 25. července 2015,"Čekám dlouho, tak splať mi dluh
Hrajeme! Nech zbytečných formalit
Buď aspoň trochu dobrodruh:
K obsazení cizí paluby připravit!"
397,Jako moře,sobota 25. července 2015,"Noc černá. Vášeň vzrůstá prudce
Ty z mořské pěny jsi byl stvořen
a Tvoje nedostižné srdce
je nesmlouvavé jako moře"
398,Kapky deště,sobota 25. července 2015,"Když tančí kapky deště
chci se Ti do náruče stočit
Miluj mne, prosím, ještě
jen ať se nemusíme loučit…"
399,Lilie,sobota 25. července 2015,"Pavouk si utkal pavučinu
před spaním z květů rosu upije
vše s něčím souvisí, má prapříčinu
snad také proto rozkvétají pavoučí lilie"
400,My,sobota 25. července 2015,"Já ve dne hlídám Tvoje sny
Střežím Tvůj spánek líbezný
Po nocích držíš směr, já skládám křídla
Smím v klidu spát, když stojíš u kormidla"
401,Odjíždět,středa 15. července 2015,"Odjíždět znamená vždycky trochu umřít
na každém místě, v každém okamžiku
zanechat otisk prstů.. rtů.. nechat tam cit
ve vzduchu trochu němých otazníků

Každý náš pohled.. úsměv… možná někde trhá ledy
na cizí kůži dotek naší kůže
v každém našem sbohem, v každém naposledy
zaséváme kousek naší duše

odjíždět znamená trochu umřít, ať nechceme, či chceme
odjíždět znamená trochu umřít vzhledem k tomu, co milujeme"
402,Okamžiky...,čtvrtek 9. července 2015,"Dál nebaví mě samota
s ozvěnou podobnou hlasu ze záznamníku.
Zmeškala jsem ze Tvého života
už příliš mnoho okamžiků"
403,Přehrada,sobota 25. července 2015,"Řeka města barví vzduch do lila
Její proud chladivý je a krásný
Na konci ulice stojí přehrada na sny
Já se z té přehrady dnes napila"
404,Přesto vím,úterý 7. července 2015,"Zavřu oči a jdu rovnou za nosem,
když Tvoje slova pálí jako chilli.
Přesto nějak vím, že právě já to jsem,
s kým Ty máš dojít k cíli…"
405,Stačí,sobota 25. července 2015,"Občas mi stačí k ránu
sledovat paprsky na východě
Starým autem si vyjet k oceánu
dívat se, jak vyplouvají lodě
Jen to mi stačí.. k tomu pár Tvých tichých vět
Jsem asi ztracená pro dnešní svět"
406,Strach,sobota 25. července 2015,"Chtěla bych po mostě z paprsků hvězd
přijít za Tebou, přestat se bát života
zatím však prolétám řadou nepřátelských měst
Pro dnešní noc zapínám autopilota"
407,Vlaštovky,sobota 25. července 2015,"Jen vlaštovky sličné smějí nést
tajemství, které jim teď svěřím
Vylétnou za Tebou proti proudu toku hvězd
Vydrž, já šifruji zprávu do jejich peří"
408,Zázraky,sobota 25. července 2015,"Na počátku se děly zázraky….
Cvrček teď v trávě jímavě rapuje
vlaštovčí křídla šumí pod mraky
paměť dnes večer čaruje

Na počátku se děly zázraky
Vzbudily naše sny a potom naději
Nebe je vysoko, noc má své diváky
A naše zázraky se stále dějí…."
409,Léto,středa 5. srpna 2015,"Lány klasů šedé jak hladina oceánu,
chrpové nebe dýchám z plných plic,
to nebe stvořené v noci z létavic
a někde z dálky cítím vůni tymiánu,

padají pírka z křídel ptáků,
jsem lodí a obilí se vlní
a v sametových tůních
rudá barva vlčích máků

prudce tepe do spánků.
Stůj. Rozhlédni se, jak vzdouvají se vlny…
Z jejich tříště obzor bude brzy plný
sametově něžných červánků."
410,Slzy,středa 5. srpna 2015,"Hvězdy jako chladné kousky křemene
třpytí se jak zlatavé plíšky
jak moje slzy mlčky zamčené
mezi stránkami Tvé knížky"
411,Tančeme,úterý 11. srpna 2015,"Budeme spolu tak dlouho, jak můžeme,
když jsme tu na chvíli jen pouhou
a nelze od počátku začít,
celý ten kus života tančeme.
Pokud to nebude dlouho,
tak to prostě bude muset stačit."
412,Tvé myšlenky,úterý 25. srpna 2015,"Obloha posetá je hvězdami jak kvítím
čas měříš odlivem a přílivem
já Tvé myšlenky často cítím
o jeden úder srdce dříve"
